ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
0,11542.8,17747,-4193,44,204,776
0,16461.3,99284,-6941,57,335,3808
3,8782.47,21769.9,-3.98E+02,17,166,1111
3,9561.04,28710.7,-2.43E+03,19,166,1414
0,15477.1,78491,-9026,46,361,3065
4,7318.6,4104.22,-2200.1,69,101,249
4,4880,4281.29,-1291.31,23,72,340
0,8629.68,29452,-4554,99,183,1633
5,7545.52,8681.2,-2.04E+03,26,102,516
0,6600.06,6047,-3461,6,109,399
3,12346.3,75061.6,-5.40E+03,22,249,3630
3,9220.97,52084.2,-2.96E+03,34,188,2599
0,4627.93,1589,-852,14,67,88
4,8487.96,25996.6,-2.77E+03,29,156,1364
2,13687.8,41202.7,-1.99E+03,53,234,1581
2,11682.8,67712.2,-2014.94,66,247,3373
3,11112.3,45152.5,-3.12E+03,47,223,2059
0,10435.1,32316,-5761,153,191,1634
3,24483.4,264517,-9.45E+03,93,537,8350
3,12882.5,59999.6,-5.63E+03,31,247,2754
0,8226.14,21719,-2917,79,157,1258
0,7027.26,9305,-2823,15,117,553
0,16184.2,214536,-7627,58,391,7711
2,10628,37791.9,-4164.72,122,205,1751
0,9796.62,43080,-3017,262,191,2254
3,4625.43,3951.31,-8.83E+02,13,79,317
0,18089.6,230148,-14894,236,479,8609
2,11380,112975,-3.95E+03,39,235,4905
2,12373.4,73215.5,-4.92E+03,30,249,3630
4,6578.22,8636.91,-1.78E+03,29,102,516
5,10663.4,27346.4,-4353.43,59,214,1469
4,7799.2,12865,-2802.87,15,132,806
0,17731.7,161903,-9202,86,388,5863
4,9653.03,26504.8,-3017.24,42,157,1519
0,15869.6,65937,-4913,132,270,2198
0,13867.9,173307,-6335,66,348,6737
2,4912.09,4302.43,-1.44E+03,12,79,317
3,9836.46,23313.1,2.19E+03,28,166,1111
3,8907.11,26106.8,-1.72E+03,28,156,1364
4,13962.6,46974,-5690.4,63,273,2061
4,11047.9,52792,-4348.23,29,215,2394
0,11397.3,27838,-2172,29,179,1262
0,7804.95,12759,-2981,34,160,770
0,11100.7,74089,-5664,129,230,3288
3,13829.1,141020,-5.53E+03,67,315,5844
4,5858.34,10850.4,-1876.73,20,102,764
2,8768.23,25152.4,-3100.25,41,157,1519
5,14738.9,107583,-6.66E+03,37,322,4619
4,7772.41,12772.7,-2716.53,14,132,806
1,5486.9,4366.86,-1.05E+03,16,85,343
0,18279.6,206970,-8591,282,350,6633
5,4316.36,2135.55,-980.095,16,54,165
3,5374.66,4369.12,-1.17E+03,11,79,317
5,12120.8,71581.3,-5767.48,26,262,3211
3,11249.9,37437.1,-2.15E+03,34,166,1414
1,11473.3,69099.5,-5224.18,148,247,3373
3,12755.7,60122.2,-5.51E+03,32,247,2754
2,17687.8,153683,-1.13E+04,79,449,5537
0,21364,344743,-12874,74,518,11581
2,22448.9,413592,-7.34E+03,61,473,14125
3,6206.1,7067.72,-1534.49,47,93,545
0,14283.4,204471,-7007,63,329,8077
3,13444.6,49277.4,-2.91E+03,43,223,2059
1,5342.41,4501.76,-1.02E+03,20,85,343
2,16482.2,160019,-7596.71,76,352,6744
0,7105.74,14564,-4610,39,144,932
4,10575.1,53717.5,-3.33E+03,31,188,2599
0,4281.2,922,-2398,5,66,76
2,9170.94,51142.3,-4.39E+03,27,188,2599
5,12750.3,70554.8,-5567.72,42,262,3211
4,5983,10952.5,-1935.74,19,102,764
1,7064.09,5586.58,-1.65E+03,16,79,292
0,27123.8,1179210,-18406,106,754,32298
2,6558.84,12050.2,-1841.75,8,105,765
3,9970.82,10564.7,-1.83E+03,37,154,587
4,8532.64,30168.9,-2025.78,50,132,1513
4,4904.25,1673.7,-779.278,4,51,102
0,6338.2,6219,-1375,19,108,425
0,7639.4,15450,-3204,286,146,890
0,17310.3,162885,-9381,187,391,6183
3,10914.5,85896.4,-2.27E+03,27,220,3450
2,15776.2,116251,-5.71E+03,58,271,4426
2,4918.02,4436.8,-1.57E+03,19,88,292
3,11324.7,27356.6,-4184.48,34,214,1469
0,19721.2,370210,-10704,274,415,11273
5,9071.16,38004.7,-3786.95,45,180,2054
5,9387.4,29811.5,-3346.97,125,171,1747
3,16010.8,119784,-4.20E+03,57,271,4426
4,17102.5,112744,-5.84E+03,45,322,4619
5,9508.86,29684.6,-3396.71,34,179,1626
0,15482.1,90020,-8011.41,189,327,3888
2,5200.77,4513.55,-7.27E+02,16,88,292
0,15303.2,151129,-7753,57,343,6293
3,4532.23,1948.96,-1041.71,4,63,166
4,9393.78,26700.8,-2914.17,102,158,1403
3,11205.1,33996.2,-1.29E+03,37,166,1414
3,11986.7,51362.1,-6.51E+03,32,215,2188
3,4157.96,1935.82,-1075.82,5,63,166
0,6811.65,10916,-2339,41,123,694
3,17829.6,195418,-7.50E+03,50,390,7459
2,7849.38,9144.2,-2923.52,19,138,554
4,3179.51,1146.49,-743.836,29,51,102
5,22449.5,278241,-9394.23,65,468,9276
2,6408.33,11871.8,-1805.38,8,105,765
5,3700.44,2140.08,-599.397,4,43,161
0,27834.8,417308,-12912,135,655,13004
3,21783.1,407050,-9.37E+03,64,473,14125
0,9331.67,26922,-6214,84,179,1468
3,5177.35,2995.31,-1199.06,36,77,205
0,10312.7,41455,-5077,67,204,1991
4,13496.3,51944.5,-6013.84,61,288,2334
2,6803.42,13822.1,-1516.81,13,96,804
5,9880.42,29588.7,-2.36E+03,33,156,1364
0,3661.27,2339,-1937,18,67,168
0,4588.25,993,-1056,15,67,66
3,6232.28,7311,-1543.9,45,93,545
4,9966.66,28839.1,-2.24E+03,46,166,1414
4,8974.14,13362.5,-2390.57,28,132,806
0,10869.5,37399,-3637,32,230,1877
2,2523.09,60.1734,-5.69E+02,92,33,5
4,5859.63,11122.5,-1910.62,31,102,764
3,24274.5,272854,-8.87E+03,96,537,8350
3,8177.65,12009.4,-2584.42,82,128,693
3,6748.28,10381.8,-2.62E+03,13,109,689
4,13599.6,60157.6,-2.22E+03,63,223,2822
3,13606.9,98597.5,-5949.65,164,281,4061
4,13092.8,46209.3,-5719.63,59,273,2061
5,12381,52737.5,-3.42E+03,42,224,2192
4,8914.25,20500.3,-3335.3,84,163,1162
0,4081.69,876,-717,19,50,52
0,10204.3,49787,-4462,72,234,2390
4,4121.09,2698.84,-1455.95,34,67,224
3,9398.65,39000.2,-2.51E+03,16,196,1885
2,13610.5,139564,-4.97E+03,47,315,5844
3,4424.06,2046.15,-1044.84,5,63,166
3,5531.23,4082.03,-1447.13,117,88,318
4,5998.84,11185.8,-1930.63,24,102,764
5,18496,202985,-6.63E+03,57,390,7459
3,16028,115845,-5.74E+03,52,271,4426
4,9995.91,34356.5,-4528.28,131,208,1691
2,18643.8,148006,-8.62E+03,77,449,5537
0,17907.4,266541,-8833,90,479,9409
5,13259,51906.9,-5991.34,55,288,2334
1,5814.04,5468.25,-1.55E+03,15,85,343
1,11812.9,68886.6,-3651.25,134,247,3373
1,2414.83,51.0642,-6.02E+02,13,33,5
2,6671.31,5218.64,-2.15E+03,10,79,292
3,9182.81,26707,-2.73E+03,31,156,1364
2,2489.96,54.6806,-2.13E+02,92,33,5
5,8867.34,38751.8,-3902.09,42,180,2054
0,7988.38,14283,-3637,58,150,768
3,18571.2,160977,-9.84E+03,91,388,6290
2,5090.44,4302.97,-1.40E+03,18,88,292
5,4332.09,1813.79,-1025.76,14,63,166
4,17391.1,146076,-7315.43,188,362,5847
4,9481.36,33987.7,-4514.05,125,208,1691
5,5133.72,4344.16,-1299.15,14,72,340
4,10616.5,28390.6,-4308.9,52,214,1469
2,4060.87,1455.59,-954.152,33,52,133
3,7581,9699.31,-2417.36,16,123,621
0,9009.22,35605,-3924,18,166,1575
0,19555.2,505467,-10840,49,446,18060
3,13627.4,91921.6,-5.65E+03,57,254,3885
3,9033.9,25247.8,-3163.68,31,157,1519
0,9750.84,25406,-4804,34,214,1415
1,5499.04,5181.29,-1.31E+03,21,85,343
0,5152.98,7211,-1977,35,80,546
2,5435.37,4330.96,-1.40E+03,16,88,292
2,5970.17,4926.44,5.66E+03,27,85,343
2,11673.7,113032,-3.29E+03,46,235,4905
3,8695.36,26406.6,-2.50E+03,25,156,1364
3,6112.12,10362.7,-3.33E+03,13,109,689
3,10316.9,32600,-3460.09,61,176,1922
2,9501.52,17468.2,-4126.55,33,183,931
0,12851.4,80768,-7079,136,334,3803
0,12435.3,95263,-6925,26,275,4064
0,27129.5,498056,-42736,135,556,13155
0,9525.41,68094,-4216,24,167,3041
3,8473.35,16824.5,-2652.14,67,142,844
4,15195.5,142061,-4.39E+03,60,315,5844
3,4054.12,1938.13,-1082.93,10,63,166
3,22462.9,163341,-7.11E+03,116,449,5537
3,6993.39,10456.1,-3.50E+03,15,109,689
0,17224.3,141954,-8455,52,368,5329
0,12549.8,104309,-6188,36,314,4721
0,15083.6,102916,-11667,247,412,4346
2,6533.86,13576.3,-1569.7,15,96,804
0,21865.4,294118,-13525,69,507,9960
4,6889.42,4093.13,-2458.71,64,101,249
4,15525,96477.8,-4.81E+03,63,254,3885
3,4901.94,4386.45,-1343.17,21,72,340
3,4680.68,3941.7,-1.27E+03,13,79,317
0,7192.66,8352,-1868,21,128,520
4,19314.2,341175,-1.02E+04,103,462,11563
3,24801.7,266621,-9.98E+03,68,540,8870
0,16650.6,104143,-5616,42,298,2831
4,8765.01,30699.1,-2101.44,31,132,1513
3,18626.6,161007,-7.79E+03,80,388,6290
4,13798.6,140416,-6364.12,186,308,6057
0,17952,186946,-8692,248,354,7097
5,11969.8,71478,-5681.96,45,262,3211
5,6977.22,9168.91,-1963.68,66,107,517
2,13513.3,50924.4,-4.65E+03,32,234,2464
4,9082.22,11238.5,-3071.6,37,156,654
0,7129.66,13621,-3598,11,131,845
3,8061.97,9607.71,-2324.73,98,130,490
5,13581.1,51267.6,-5625.48,65,288,2334
3,6460,11852.2,-1799.68,19,105,765
2,6525.98,13260.1,-1585.51,18,96,804
5,9519.26,30706.2,-3252.96,118,171,1747
0,6077.52,6643,-3353,48,109,376
4,4747.12,3395.31,-1145.96,17,71,249
2,5072.64,4267.92,-9.14E+02,20,88,292
0,14189.5,48760,-6319,49,270,2001
4,15298,108992,-6.38E+03,47,322,4619
0,11803.2,82563,-5875,36,229,3792
3,6479.45,10226.8,-3.77E+03,14,109,689
3,12466.1,105634,-6.25E+03,46,322,4619
3,4460.59,1964.87,-1026.35,5,63,166
3,10601.9,84817.3,-2.68E+03,15,220,3450
3,12746.3,98134.9,-2.49E+03,15,220,3450
5,9505.23,30807.8,-3166.37,101,171,1747
0,25677.8,378161,-17270,98,537,11893
0,18631,161918,-10829,106,494,6084
1,11384.5,68991.3,-5200.48,147,247,3373
2,5521.27,4430.75,-8.99E+02,15,88,292
4,10264.4,28254.5,-2.41E+03,27,194,1521
4,10494.5,39295.5,-3916.11,40,193,2118
1,5480.1,4256.74,-1.01E+03,13,88,292
2,23691,260378,-9.48E+03,105,537,8350
4,8122.63,13114.5,-2696.5,15,132,806
3,7970.29,7495.28,-1.24E+03,13,111,453
5,3620.42,2038.75,-581.082,9,43,161
3,7284.92,9642.95,-2446.82,22,123,621
3,7404.04,14542.1,-2334.56,87,120,809
5,9314.44,37731.5,-3660.81,44,180,2054
0,26932.8,517389,-14281,111,561,15002
0,12969.5,144165,-6278,28,305,5735
3,9571.69,39147.9,-3.38E+03,15,196,1885
0,9520.58,35222,-5901,96,184,1810
3,19800.5,227624,-8.74E+03,110,537,8350
4,5890.88,3370.76,-2.77E+03,15,86,205
5,4800.76,4094.85,-1335.22,27,72,340
5,7769.86,9279.69,-1.00E+03,25,102,516
3,8465.92,13581.3,-2832.43,19,148,729
0,14364.2,114310,-8381,207,356,4923
3,10257,28021.9,-2.11E+03,32,194,1521
2,20633.9,160155,-8.63E+03,93,449,5537
2,9151.31,20144.9,-3495.32,80,163,1162
0,5145.63,3675.37,-1862.75,47,85,269
2,3900.93,1490.51,-982.035,39,52,133
2,6410.16,5266.96,-2.21E+03,6,79,292
4,8342.16,9418.73,-2786.4,86,130,490
4,13416.9,77661.8,-5497.89,31,262,3211
0,24621.9,346757,-13928,100,634,10694
0,13693.2,148815,-7454,65,298,6508
2,22357.5,408588,-7.93E+03,163,473,14125
0,10123.4,34010,-4434,85,192,1685
0,13880.1,185099,-7718,149,285,7086
5,10008.9,52578.8,-1.69E+03,19,188,2599
3,13467.7,79140.1,-5.51E+03,60,272,3539
3,8229.7,12087.5,-2512.34,85,128,693
3,16657.3,162080,-7457.34,76,352,6744
2,5584.99,7540.72,-1894.44,75,104,457
5,9867.66,29165.1,-3.22E+03,45,194,1521
4,9185.92,20458.8,-3393.96,97,163,1162
4,13073.6,60694.8,-3.53E+03,36,247,2754
3,11366.3,49839.4,-4.56E+03,28,216,2677
2,9531.35,10266.3,-2.41E+03,37,154,587
2,10202.6,10314.3,-1.90E+03,39,154,587
5,9845.63,17166.7,-3831.21,76,172,973
0,17674.7,201592,-7906,74,389,7582
3,16056.7,116627,-4.73E+03,64,271,4426
4,9560.52,38209.5,-3754.59,34,180,2054
2,14515.3,140187,-5.13E+03,40,315,5844
4,23349,516237,-11398.4,124,540,18067
0,11094.6,31372,-3698,28,207,1026
4,9217.31,11580.2,-3028.48,42,156,654
0,15717,157351,-9659,255,381,6071
0,12795.8,96524,-7441,187,259,4246
3,9177.7,39007.9,-2.20E+03,21,196,1885
5,8228.85,4870.91,-2586.35,33,131,271
0,9550.66,50295,-3878,24,194,2520
1,2534.58,56.7712,-2.09E+02,8,33,5
3,18256.8,160939,-9.21E+03,88,388,6290
3,5180.96,3245.51,-1134.53,44,71,249
2,5449.69,4185.4,-1493.95,121,88,318
2,21995.3,410952,-9.18E+03,71,473,14125
0,14133.9,134184,-9907,250,329,5856
4,13755,96181.3,-461.511,58,294,4249
3,13571,90505,-5.92E+03,44,254,3885
2,12574.3,73529.7,-3.40E+03,18,249,3630
3,5426.73,4456.21,-1.45E+03,15,79,317
5,2705.37,67.6663,-4.52E+02,96,33,5
4,10729,35189.9,-4245.07,131,208,1691
0,8862.25,35392,-1897,87,181,2054
3,8014.03,11993.1,-2540.85,84,128,693
0,8732.66,38505,-5823,25,205,1992
0,4764.95,5459,-1795,18,84,398
0,10213.9,31831,-3605,17,163,1526
0,11001.4,51849,-6097,77,229,2605
0,6374.95,6740.53,-2685.05,70,118,426
2,8044,10544.2,-3036.07,87,139,587
3,15878.9,115820,-4.38E+03,59,271,4426
4,9118.23,11478.6,-3012.19,36,156,654
0,10350.5,32061,-5004,77,171,1466
4,9540.66,12379.4,-2475.07,85,136,619
0,11651,73949,-7148,48,285,3298
4,11656.9,33331,-4078.11,104,204,1692
3,22332.8,255553,-1.17E+04,76,540,8870
3,13337.7,79935.2,-5.70E+03,56,272,3539
5,9168.21,14197,-2763.12,19,148,729
0,7671.88,12797.7,-2668.79,36,123,655
0,15640.3,122138,-8488,28,270,3714
3,10437.5,38754.8,-4189.73,125,205,1751
0,7560.93,10042,-2681,27,118,654
4,15023.5,82931,-2.17E+03,69,223,2059
0,8073.22,8845.78,-3120.52,17,136,521
4,8419.96,9605.1,-2787.35,14,138,554
3,22045.9,411459,-9.51E+03,63,473,14125
4,13794.7,98942.5,-5851.87,169,281,4061
4,14556.7,100694,-1.96E+03,44,220,3450
4,9703.13,38298.3,-3839.96,45,180,2054
0,13676.7,99194,-8587,48,296,4061
5,8847.18,28861.9,-2776,90,156,1521
5,14922.1,81226,-7080.23,67,320,3466
0,15072.6,90583,-5689,18,258,3295
0,10121.6,16627,-4990,196,137,889
2,6477.07,7582.64,-1617.91,64,104,457
4,9509.27,32953.8,-3551.35,94,176,1922
0,22483.8,353735,-14115,71,533,11885
2,7050.88,5657.26,-2.06E+03,16,79,292
5,23441.3,280589,-9184.73,87,468,9276
3,13906.6,51612.8,-4.00E+03,43,234,2464
0,10787,29153,-3684,22,187,1361
4,8480.72,23652.2,-2668.32,21,154,1252
0,13651.7,62921,-5474,46,258,2679
2,4868.48,2955.75,-1236.5,46,67,224
0,12907.1,90323,-6766,52,277,3719
5,7596.97,6866.33,-2069.96,34,108,428
0,15436.8,182696,-8787.74,68,367,7087
0,29416.7,405234,-13642,114,592,11141
0,24281.3,636493,-15075,86,654,19437
0,6840.49,9159,-2985,17,122,519
0,18976.2,230614,-13379,155,356,6747
3,6544.9,5086.2,-2220.55,54,107,346
2,13188.5,51217,-4.07E+03,31,234,2464
0,20970.6,402791,-9736,106,482,10834
3,20236.3,255251,-1.37E+04,60,540,8870
5,14714.6,79351.6,-7143.54,73,320,3466
3,9849.46,10358.3,-2.69E+03,35,154,587
2,6140.64,4119.03,-1484.87,126,88,318
2,4212.51,2216.57,-1017.71,20,54,165
1,11515.9,68964.5,-5196.71,147,247,3373
0,10534.5,24614,-3788,46,194,979
4,4857.85,4360.66,-1351.77,22,72,340
3,6321.79,10338.7,-3.36E+03,15,109,689
0,12103.1,41856,-5536,90,236,1878
5,10914.2,43689,-2.63E+03,15,196,1885
5,7979.52,9882.08,-2419.67,28,123,621
2,4226.38,2117.46,-965.404,22,54,165
5,7907.08,16767.9,-2837.89,73,142,844
2,21101.2,166408,-9.42E+03,93,449,5537
3,18363.4,144000,6.51E+02,91,449,5537
0,28243.6,743884,-10156,104,532,17682
2,4795.33,2939.67,-1185.6,40,71,249
2,3761.75,1454.67,-1002.68,42,52,133
2,14880.9,59533.9,-6657.67,156,305,2610
4,9114.4,27281.5,-2944.05,96,158,1403
0,6057.96,4714,-3643,22,89,346
4,10978.4,39827.6,-3924.89,32,193,2118
4,7454.08,13761.6,-2360.4,89,120,809
3,15060.5,115975,-3.91E+03,56,271,4426
3,10990.9,85233.2,-2.89E+03,21,220,3450
3,17858.3,172869,5.26E+03,69,403,6746
0,4731.27,1890,-1300,13,74,135
3,13738.8,53640.9,-4.38E+03,41,215,2188
4,5854.92,7118.27,-1664.32,50,93,545
0,15970,103653,-3689,128,277,3463
1,11290.4,68947.8,-5148.36,147,247,3373
5,4094.22,1903.16,-1018.06,13,63,166
0,12961.9,51111,-6605,47,286,2396
3,13671.5,66216.8,-1.29E+03,78,224,2192
0,9408.57,29721,-3886,14,154,1160
0,9570.78,35759,-4763,108,210,1750
0,10419.4,43469,-3843,71,172,1869
3,6193.45,5037.29,-2.28E+03,5,79,292
3,8624.95,51177.4,-3.88E+03,22,188,2599
2,13897.5,51278.3,-4.12E+03,62,234,2464
5,3787.18,2218.62,-565.729,8,43,161
2,8058.34,9512.56,-2913.41,98,130,490
3,6734.39,12224.7,-1829.16,6,105,765
2,13491.2,40874.8,-2.45E+03,41,234,1581
2,8253.78,12052,-2599.85,87,128,693
3,9490.47,39088.9,-2.36E+03,15,196,1885
3,4084.88,1936.64,-1064.31,7,63,166
0,10475,51353,-4993,51,220,2676
4,8935.31,26925.4,-3031.19,93,158,1403
0,23804,370592,-13780,130,484,10110
5,9440.3,27404.4,-2850.75,110,158,1403
4,8613.58,20080.4,-3257.29,80,163,1162
0,9495.69,19397,-3532,69,137,975
3,6823.59,10448.4,-2.80E+03,14,109,689
5,8345.3,21386.3,-2866.88,88,145,1156
0,21697.6,380332,-10475,55,421,11414
0,14874.8,148334,-8943,43,285,5840
4,12763.8,58616.8,-3.50E+02,63,223,2822
4,18584.3,160100,-8.51E+03,85,388,6290
0,10521.7,13824,-6019,19,167,693
0,20228.6,311602,-13252,61,515,10536
4,8718.43,12461.2,-2762.02,64,136,619
0,12645.7,67593,-4839,59,207,1585
3,13452.1,51788.9,-2.96E+03,36,234,2464
5,18074.4,203062,-8.11E+03,56,390,7459
5,17303.7,112725,-5.90E+03,39,322,4619
4,12126.2,91710.7,-4.75E+03,61,254,3885
0,16899.1,98475,-6292,65,299,2605
3,4879.66,3140.48,-1135.42,42,71,249
4,7995.67,12868.3,-2767.75,15,132,806
5,9276.29,24107.7,-2916.06,23,154,1252
0,16269.7,90378,-8843,49,340,3803
0,13523.1,79116,-4672,30,328,3714
5,15175,80259.6,-7051.03,75,320,3466
2,6635.89,5273.3,-1.77E+03,8,79,292
4,19108.2,161068,-7.58E+03,86,388,6290
0,8739.95,18494,-4550,91,163,1064
4,5796.42,7207.28,-1660.24,52,93,545
0,8172.74,13834,-2560,19,151,888
4,13166,59792.6,-2.92E+03,41,224,2192
3,9503.94,10027.3,-1.47E+03,38,154,587
5,11967.9,70707,-5478.85,37,262,3211
0,16827.2,106979,-9409,55,357,4346
2,2609.6,57.1007,-3.38E+02,92,33,5
0,8027.83,4443,-1719,24,96,207
4,7485.55,19541.2,-2.58E+03,14,119,973
0,15644.7,156629,-8325.21,71,359,6068
0,6724.94,6379.96,-2379.28,19,108,428
3,18956.3,160147,-9.90E+03,86,388,6290
4,9900.55,25596.5,-3457.9,21,174,1415
0,12195,43604,-5947,42,265,1933
4,14537.3,144757,-6045.69,170,308,6057
0,14875.5,103595,-7308,47,290,4251
2,3864.97,1444.67,-988.378,42,52,133
3,5830.33,7460.14,-1634.41,50,93,545
2,3106.18,1201.33,-680.009,32,40,100
4,6901.88,4141.61,-2280.23,70,101,249
3,7596.31,10752.9,-3493.24,37,156,654
2,6269.31,4435.98,-3.05E+03,13,86,205
3,25523,474271,-1.12E+04,61,483,15505
0,12965.8,48055,-6739,47,288,2325
5,9389.28,30335.2,-3260.63,126,171,1747
4,13998.4,143080,-6159.37,162,308,6057
4,7138.95,4022.96,-2300.91,72,101,249
3,7718.58,12438.5,-1702.82,11,105,765
5,21048.8,414830,-9.34E+03,76,473,14125
3,6530.45,4958.44,-1926.61,54,108,318
3,19308.7,409475,-9.90E+03,70,473,14125
5,6862.51,8242.85,-1895.74,69,107,517
4,11955.4,37225,-9.30E+02,38,166,1111
0,25140.8,564760,-15977,98,614,16961
4,12881.9,75372,-5554.06,47,262,3211
3,11589.6,46807.7,-8.24E+03,20,215,2188
4,7492.32,19541.7,-2.33E+03,15,119,973
2,14816,59379.5,-6662.26,166,305,2610
5,8930.23,28908,-3388.19,31,179,1626
4,17346.1,112271,-5.58E+03,35,322,4619
3,9056.06,10229.5,-667.07,0,130,490
2,9152.16,20146.5,-3483.26,80,163,1162
4,8826.88,26957,-2.37E+03,37,156,1364
3,10737.1,83889.9,-2.70E+03,25,220,3450
5,8988.33,20634.5,-2677.83,73,152,1165
0,16602.2,215700,-9566,48,378,7708
4,8516.19,24631.2,-3131.79,33,157,1519
0,20537.3,280557,-11201.1,65,468,9276
5,9133.52,37880.4,-3761.15,38,180,2054
5,8496.85,4922.41,-2622.12,29,131,271
0,13920.2,123316,-6761,28,324,5637
5,10708.3,35061.5,-4273.01,110,208,1691
3,12818.3,116874,-2.21E+03,41,235,4905
3,9392.92,26590.8,-2.16E+03,17,166,1414
5,9602.86,27350.1,-1.95E+03,30,166,1414
3,25259.9,301973,-9.45E+03,103,537,8350
2,8622.43,25215.3,-3169.66,31,157,1519
5,11619.8,39217,-3988.74,112,205,1751
3,4890.67,2970.22,-1223.9,43,67,224
0,8131.59,2434,-1782,15,110,134
3,6932.51,5271.79,-2169.39,64,107,346
3,5415.79,4326.68,-1245.13,22,72,340
2,11760,68807.8,-5263.85,135,247,3373
0,12212.3,39348,-4955,19,238,1875
2,8330.55,11958.4,-2590.15,86,128,693
2,14624.3,140242,-5.57E+03,47,315,5844
4,7654.72,9899.94,-2458.39,13,123,621
5,10272.3,26819.6,-3245.32,29,174,1415
4,9373.97,17398.6,-2643.21,78,142,844
2,8314.09,11884.4,-2561.26,79,128,693
4,5749.25,11406.6,-1857.86,17,102,764
5,9067.57,29079,-3415.36,32,179,1626
2,19470.7,152356,-1.06E+04,76,449,5537
4,9894.58,52325.1,-3.32E+03,32,188,2599
5,10655.9,35365.1,-4368.79,130,208,1691
3,5560.64,3995.87,-1502.22,124,88,318
0,6730.47,9614.83,-2876.15,10,123,621
3,8740.34,26589.8,-2.51E+03,33,156,1364
4,11180.3,41871.6,-1.86E+03,66,166,1414
0,20169.4,250973,-5164,47,403,8860
0,6793.89,6846,-2313,10,107,483
3,9148.09,13724.3,-2952.17,12,148,729
2,24854.1,475230,-2.93E+03,55,483,15505
4,10381.1,38923,-4144.03,26,193,2118
2,8416.4,9496.1,-2893.24,100,130,490
2,8951.3,17019.9,-4021.02,36,183,931
0,20979,315988,-11799,88,446,9827
5,8668.68,28899.3,-3460.43,38,179,1626
3,10537.7,85416.2,-2.17E+03,23,220,3450
4,26050.3,260411,-6.20E+03,95,537,8350
4,9780.49,30493.7,-3140.44,115,171,1747
4,10255.1,30859.5,-3034.26,99,171,1747
0,11015.5,37702,-3601,64,229,1756
4,7824.87,12850.3,-2803.88,15,132,806
3,6468.39,12028.4,-1816.81,8,105,765
3,6444.46,13590.6,-1613.28,9,96,804
5,10594.4,35145.4,-4257.24,110,208,1691
3,14437.9,91834.2,-3.73E+03,52,254,3885
4,5813.62,11199.8,-1877.88,24,102,764
0,33823.3,1386580,-13544,162,767,23369
3,9027.72,10106,-2623.88,88,130,490
3,8367.56,25336.5,-3124.13,42,157,1519
5,12736,46361,-5838.89,56,273,2061
0,16800.1,226662,-11505,259,377,8469
3,8527.41,25237.6,-3235,28,157,1519
2,15325.9,117731,-4.70E+03,54,271,4426
2,21437.4,411422,-6.31E+03,54,473,14125
3,9761.12,38279.3,-2.46E+03,16,196,1885
4,13396.8,61330.6,-4.93E+03,30,247,2754
3,7938.2,12336,-3051.56,92,136,619
4,9188.47,21410.7,-2869.95,72,145,1156
4,14552.1,96787.5,-5630.27,56,294,4249
2,22110.5,409745,-8.46E+03,63,473,14125
0,14449.5,74013,-6235,37,308,3128
0,10796.5,26679,-2953,103,182,1465
2,16482.7,139928,-9.76E+03,86,449,5537
0,8545.74,15570,-3387,29,152,930
5,4491.69,1211.52,-785.289,34,51,102
4,5427.14,10894.2,-2044.53,23,102,764
3,13314.2,50806.6,-3.46E+03,33,234,2464
4,7594.77,15816.3,-2646.55,71,134,970
4,19264,201709,-6.72E+03,49,390,7459
3,11238,49663.9,-4.22E+03,32,216,2677
3,4138.94,2283.54,-934.906,45,51,132
0,6122.41,5990,-3961,9,104,374
4,10425.6,34081.6,-3333.25,89,176,1922
3,13293.6,60574,-5.57E+03,25,247,2754
3,5403.35,4160.77,-1511.6,111,88,318
5,8885.39,28819.3,-3451.39,22,179,1626
3,10628.6,85757,-1.76E+03,23,220,3450
3,17814.4,138602,-8.34E+03,111,449,5537
5,9539.51,27329.6,-2799.04,84,158,1403
5,8611.03,12406.8,-2417.41,74,128,693
4,7713.53,12856,-2767.96,15,132,806
0,8126.36,9666,-3569,24,142,554
4,11042.1,87477.6,-1.72E+03,26,220,3450
2,12020.4,34032.7,-1.70E+03,26,234,1581
4,7534.51,26392.3,-3.01E+03,36,166,1414
3,15430.9,58913.7,-4.81E+03,35,215,2188
4,14754.2,140673,-3.97E+03,53,315,5844
3,9442.13,39214.4,-2.75E+03,25,196,1885
3,20368.9,197069,-5.10E+03,88,403,6746
5,9550.73,38136.2,-3821.21,36,180,2054
3,11465.9,49902.6,-5.25E+03,22,216,2677
3,15671.7,60249.6,-2.71E+03,38,215,2188
3,9847.19,42272.1,-2.43E+03,72,223,2059
3,8969.06,27175.1,-3107.14,105,158,1403
0,14845.8,96236,-10085,201,305,4065
0,18117.7,321659,-10918,253,429,11112
3,8056.42,12048.1,-2566.3,82,128,693
0,11933.1,85997,-7075,251,269,3623
4,18664.3,160416,-9.61E+03,91,388,6290
4,7341.5,14418.2,-2377.3,81,120,809
5,8147.16,4826.52,-2544.14,25,131,271
3,5924.82,10390.8,-3.69E+03,14,109,689
2,8592.09,12194.8,-2464,87,128,693
2,8360.78,9647.58,-2932.55,96,130,490
3,9560.29,51703.2,-3.60E+03,31,188,2599
3,10010.3,39038.3,-4130.79,42,193,2118
4,11193.6,83718.5,-2.85E+03,28,220,3450
4,21321.1,332611,-6.97E+03,88,462,11563
